date,tokens_total,spend_total,token_share_open,spend_share_open,spend_per_mtok,share_gap,hhi_spend,top3_spend,hhi_tokens,top3_tokens
2025-08-25,3187906813762,7084884.98795962,0.26942690638702077,0.0299353931501014,2.2224253724652807,0.23949151323691936,0.4811869521666467,0.8898123456029692,0.17972655418687633,0.6529902525740552
2025-09-01,3926740578668,7128649.532747405,0.2016578380496448,0.02664968148608427,1.8154113799810865,0.17500815656356053,0.4480030172050352,0.8852564864376539,0.19767111158132988,0.7111917059943154
2025-09-08,3952079965781,7065988.348371467,0.21094270315030272,0.03181554061519645,1.7879163401429565,0.17912716253510627,0.46107271010269335,0.8790321732109715,0.19784216981904076,0.7005684009915665
2025-09-15,3855593287358,7213170.014004532,0.18064257608697562,0.028969003481763324,1.8708327036608345,0.1516735726052123,0.4724128335573619,0.879796799235276,0.204290762875331,0.7195951824457528
2025-09-22,3797180278980,6972956.482240079,0.19808111082838625,0.030860931516784484,1.8363511790156977,0.16722017931160177,0.4568802741872799,0.8710060914226894,0.20195413527607936,0.7079715164501305
2025-09-29,4109996601547,6839519.733798583,0.2180763541253625,0.03810269695678387,1.6641180995683043,0.17997365716857863,0.4450721283209172,0.8684764778133237,0.19512265105159074,0.6956987105915742
2025-10-06,4520366192052,7469984.345895317,0.23639511694138152,0.03936040041337529,1.6525175236974223,0.19703471652800622,0.4702055429756862,0.8827016831798888,0.19756197326641534,0.6966921664663605
2025-10-13,4168605971654,7028887.029534477,0.19893415013315902,0.038487919483182316,1.6861480977885726,0.1604462306499767,0.4549536214707019,0.882645560234113,0.2099714157080594,0.7271687921860033
2025-10-20,4385904048524,7140037.9873984875,0.20365343148069837,0.04177567231138324,1.6279512521030512,0.16187775916931513,0.45602609753406903,0.8907056961890435,0.20644115688093187,0.7268526144307317
2025-10-27,4804436160675,7966039.068561999,0.19678677107474957,0.037433354575702474,1.6580590941690876,0.1593534164990471,0.45705134715440354,0.8956679583244365,0.21605068640635489,0.7508903944747491
2025-11-03,4915818770367,8049642.059113906,0.21411637088208182,0.04340070565135471,1.637497726246109,0.17071566523072712,0.45473371461092915,0.8888969646580269,0.2054879608787034,0.7338792566058464
2025-11-10,5043807675208,7735683.711215047,0.2186200636392281,0.04926254532650465,1.5336991831069446,0.16935751831272344,0.4239813605256637,0.8729899946494502,0.2010523890507732,0.7142312125230746
2025-11-17,5280614746419,7565379.906375961,0.2102754308009302,0.05286840847459614,1.432670298757612,0.15740702232633405,0.3480902581135604,0.8557404462848844,0.2068207165195829,0.7087409550026351
2025-11-24,4854052941832,7976019.6746339435,0.2201083239717945,0.04987040532709435,1.6431670132595755,0.17023791864470014,0.39225932233225314,0.8754327108527462,0.18841107647266644,0.6843662762730892
2025-12-01,4793074023967,8908922.504232448,0.2413706287774965,0.03881798365862655,1.858707472424754,0.20255264511886995,0.4477978544961921,0.9043249347343998,0.18021519447349368,0.6725834099909982
2025-12-08,4825051055228,8948350.956608366,0.2703984319739699,0.03887934674041391,1.8545608853014566,0.231519085233556,0.44504950487525574,0.9158405803173124,0.17895159748233533,0.6390414949645126
2025-12-15,4695739833606,8882997.815128721,0.26117090465427634,0.03879321109843594,1.8917142196754115,0.2223776935558404,0.41961726226795854,0.9230580495711305,0.1792029162231317,0.6346787681257351
2025-12-22,4326311397236,7542746.628625052,0.28981462717409745,0.049735399825493215,1.7434590199503375,0.24007922734860423,0.4291905102998894,0.9070846896856984,0.17492985391794827,0.633984313657434
2025-12-29,4336137630931,7305483.105321533,0.3150074029127918,0.05648223221848743,1.684790411911578,0.25852517069430436,0.4320631071603011,0.903630808850285,0.17168642269346288,0.6199642108707268
2026-01-05,5119377049582,10949418.698944585,0.2651067276694954,0.03926558161278077,2.138818569700509,0.22584114605671463,0.508601102023449,0.9329191257158495,0.1822014011704525,0.6568159690903308
2026-01-12,6282200395754,15763273.229471032,0.23036187743439648,0.026828611179860056,2.509196179116648,0.20353326625453644,0.5042898811758616,0.9515829307849806,0.1984656392651874,0.6833978033299777
2026-01-19,6001888084923,12577158.40105423,0.25805609214385583,0.03568309687073066,2.095533642596334,0.22237299527312518,0.49706709866138454,0.9340694062368616,0.18294042246479714,0.654971403743766
2026-01-26,7193315448599,14374803.087604677,0.3221747218201541,0.06943670021914325,1.9983557221036892,0.2527380216010109,0.44566538295643066,0.9073808233480475,0.15950228480908668,0.600631045355655
2026-02-02,8464993558612,16186815.674081853,0.4017225845399924,0.12059271649567514,1.9122064963196495,0.2811298680443172,0.42738555626756863,0.8626337395877237,0.1475429131021678,0.5557266847470996
2026-02-09,11231373324235,19659932.847300597,0.5056254601022091,0.16877816186105027,1.7504478107658032,0.33684729824115883,0.40274315518686765,0.8171749150310597,0.12908041357304995,0.4978669267633723
2026-02-16,12136770499578,21643879.504378874,0.5236076270510316,0.16108981069904144,1.7833310356434144,0.36251781635199015,0.4273689992403786,0.8296580993997454,0.13894245822654608,0.5537193048098479
2026-02-23,11558179814506,23238412.583342843,0.45054260263873286,0.10837281867225793,2.010559876753056,0.3421697839664749,0.4605636402843765,0.883265213156907,0.1457231233731196,0.5841132250205914
2026-03-02,12283955660169,25408357.708912816,0.42705003823807586,0.10047230902663679,2.0684182206306705,0.32657772921143907,0.4521193581885756,0.892500796001591,0.14722327210645242,0.5684124973082114
2026-03-09,12627121665740,26931860.43271209,0.41058797752236315,0.08920112668440841,2.1328582352844365,0.3213868508379547,0.46607545222714175,0.9047014757589181,0.1468386772517329,0.570078686957527
2026-03-16,15289546084828,32606612.367890693,0.3306464369931536,0.06654087691447297,2.1326082662615224,0.26410556007868063,0.39788614745528544,0.8075184891291397,0.129430290798454,0.5066145152497598
2026-03-23,18858451808629,37677261.538193464,0.2995810646646993,0.06699995323146235,1.9978979144488203,0.23258111143323695,0.32865638359224425,0.7971262071199553,0.1421967599238355,0.5452087402029149
2026-03-30,17335638290809,34847882.16052545,0.31981569903886525,0.06946631208362329,2.010187428691396,0.25034938695524195,0.3519837539465853,0.7948411841580905,0.13090410737525893,0.5220908380162463
2026-04-06,16028970949038,34924913.275802724,0.3915235106964646,0.08465350634333033,2.178861848763834,0.3068700043531343,0.4091238242207211,0.8590414667268426,0.1319928982290852,0.5274093186047835
2026-04-13,17076839261770,40091313.204097494,0.3647460133459381,0.07276262673386143,2.3477010346903073,0.2919833866120767,0.4480892412123967,0.8610042972170274,0.1305792743520176,0.5201083694200216
2026-04-20,17696624934226,43040908.45541391,0.425011488054231,0.11366332126900426,2.4321535103663194,0.31134816678522675,0.46410676555075475,0.8521083591473793,0.12502700818641777,0.5037294802233365
2026-04-27,16758623514185,39591534.95775913,0.472278697196982,0.1402981394791924,2.3624574491006176,0.3319805577177896,0.40959267059883714,0.8425042564535049,0.12742197319155973,0.5084654356171566
2026-05-04,18575833773977,44140621.54799568,0.5015844184629673,0.12383256679336331,2.376239047198654,0.377751851669604,0.4321450359965389,0.8652600898828793,0.12412688773151076,0.5262501079908782
2026-05-11,21711735902090,48768687.6904834,0.5584024714991553,0.10610030313679336,2.2461901669404916,0.452302168362362,0.4553530354956559,0.8881320040907961,0.1312298019668411,0.5436569629281349
2026-05-18,23646704431215,55042953.04180869,0.5527451988494032,0.08107414102087063,2.327721953895142,0.4716710578285326,0.4790640900664173,0.9150943706681017,0.15335452258572743,0.6016998601317542
2026-05-25,25856942599023,63480777.18286773,0.5677676640772568,0.08840523096866226,2.4550766951567713,0.4793624331085945,0.5123707556398562,0.902660350619001,0.14540313866744775,0.5706016405442489
2026-06-01,29579633626642,61066710.345281675,0.5535433395302942,0.0770046946473334,2.0644850141172695,0.4765386448829608,0.5002252756155875,0.8965150547967594,0.13512692704396,0.5329404920063783
2026-06-08,36480075782185,79840798.01613195,0.5913468604062726,0.08354152759601413,2.188613820125947,0.5078053328102585,0.5494082341622233,0.8969404197585317,0.13628870656918415,0.5167070269597449
2026-06-15,38808455136877,86198280.281106,0.6707252338129189,0.12736244292648105,2.2211211442734733,0.5433627908864379,0.4536865754629973,0.8698570483324432,0.12902920508378937,0.49876043456602864
2026-06-22,38380515119674,85716709.279311,0.6709707967507273,0.12394980025013361,2.2333392090241198,0.5470209965005938,0.4490463590614868,0.8699602949837122,0.12192575884906637,0.4883959586692024
2026-06-29,40359321829353,92461343.33605269,0.6703007810382151,0.12261321148307189,2.29095384028,0.5476875695551432,0.4616656410098695,0.8721869924327729,0.12514314492838394,0.49688723484884895
2026-07-06,39938620390671,93679479.01723701,0.6750551175574805,0.13315806323971813,2.345586254629841,0.5418970543177624,0.4737828182860968,0.8694050812179196,0.13879132960149526,0.551018410144569
2026-07-13,43514896652334,101614323.64669114,0.6779486087699272,0.14119749516262828,2.3351617828383575,0.536751113607299,0.43548826879480734,0.8512765145646215,0.1489776318817184,0.5867143987761627
2026-07-20,48069186916307,85527689.03427604,0.7426721485084501,0.24104981848594792,1.7792622368085365,0.5016223300225022,0.29798885608673675,0.7728540645536401,0.1367659330549682,0.5415669111243625
2026-07-27,46521308444868,71018299.10393316,0.7257204758436754,0.29098280550224775,1.5265757021451003,0.43473767034142763,0.2752370190130243,0.7477653275585663,0.13834182097336412,0.5146286703673331
2026-08-03,59208334211059,82360427.97435176,0.6974375763796955,0.2550988546726185,1.391027615821159,0.442338721707077,0.2581778165831246,0.7261693314000582,0.15691266688116826,0.564029096409208
2026-08-10,65387434327832,101609393.30975837,0.6739666365898097,0.21814772719618983,1.5539590191032862,0.4558189093936199,0.31827375104310635,0.7602732394543869,0.1614153427406208,0.5895366911784764
2026-08-17,68520442852041,92085586.56590094,0.7064739835608211,0.2737019527960383,1.3439140602862873,0.4327720307647828,0.23803332456697696,0.7211064656519999,0.16018275903950513,0.5787285721992064
2026-08-24,80225624449062,88722160.24968624,0.6984775223749744,0.36089762451527924,1.105908004568029,0.33757989785969517,0.20516752625015067,0.6462512136778228,0.14891796275895094,0.5377573524500427
2026-08-31,95469713599142,118589119.81218891,0.6866481309370047,0.41190025694846455,1.2421648221353279,0.27474787398854017,0.20059178945597603,0.6724380634485211,0.16079830318196217,0.59887759039101
2026-09-07,109879104922085,123365249.60167,0.667139315589212,0.3792401284613878,1.1227362080274315,0.2878991871278242,0.19148668503867236,0.7137963507317795,0.15657414130369093,0.6080824609287612
2026-09-14,108334220332557,138616629.6436044,0.7352403618996073,0.3221378594965962,1.2795276434176432,0.4131025024030111,0.22300640130795038,0.7317056985814392,0.16958443134418738,0.6244328690561438
2026-09-21,17783254182368,18409957.342484962,0.7745977793940385,0.36713371001563183,1.035241196784913,0.4074640693784067,0.19584131815347766,0.6978336824607392,0.18583495846608478,0.6764362575651606
